76039,148272,150451,159108,169503,183580,203379,226794
76040,140688,143089,150312,158835,172750,191957,214117
76041,60483,58869,71699,78082,82394,86211,96714
76043,156591,159024,166494,178165,190210,199170,210680
76044,136676,138454,155155,175676,191252,218412,245502
76048,137124,139637,146118,154863,151365,159387,172492
76049,188844,192206,200924,212650,208063,219817,240452
76050,129761,130914,137615,153661,165085,191587,208986
76051,226748,231660,248983,267062,289375,316765,340441
76052,180750,183443,193530,207645,225724,244711,263437
76053,112749,115155,122310,130231,142007,160455,179972
76054,178869,182103,192560,204205,222890,243427,268279
76055,64987,64950,67645,71174,75170,79979,86294
76058,121775,122028,128776,141418,150896,168519,189578
76059,80928,83598,88498,97916,102937,120426,136920
76060,173439,175639,185583,196747,211583,231394,249797
76063,179987,183459,194453,207313,222607,243542,264909
76064,117644,118881,126986,132371,144642,170180,184327
76065,184183,186888,197338,209207,222235,247432,266924
76067,64735,65743,68797,73362,77363,80092,84914
76070,227478,233455,243390,259885,279693,293280,312989
76071,152852,156260,162763,172958,183998,195024,203095
76073,179013,181434,188262,200126,211975,224372,249712
76077,181165,184471,191582,205491,221136,228486,241747
76078,148357,148804,154062,162849,173746,185153,202772
76082,130829,136163,145173,157188,166043,182320,202620
76084,104085,102168,109788,123973,135697,155522,174530
76085,166284,170684,181407,195250,207869,226738,243754
76086,100154,103301,108950,116462,124941,137416,151080
76087,189679,191230,203651,217188,231874,253855,269557
76088,162935,166791,182998,192385,205613,233661,250394
76092,502989,517625,550527,589760,634397,683798,723927
76093,111789,104726,108687,119355,131503,148509,158861
76102,167290,168111,162084,179398,194102,197379,219053
76103,71249,73792,75445,81426,89969,102293,117018
76104,59786,62003,59041,58951,65684,77901,92974
76106,62867,59227,63788,69178,75234,84910,100976
76107,171388,175803,188999,205761,224956,246189,265168
76108,108283,107750,113732,122907,134396,148028,165310
76109,287983,301657,326895,351467,375637,401517,428442
76110,82380,83367,86558,93362,103408,115807,134170
76111,72941,73426,75634,81169,88937,100207,115957
76112,85809,85518,88821,95851,105820,120813,136814
76114,78469,76974,80693,86048,93964,105770,123405
76115,68140,66265,67732,68978,75547,84949,100640
76116,121506,122709,129080,137926,149712,165940,183169
76117,80636,79157,83196,87704,96233,110552,129896
76118,122801,122746,130805,140850,152594,169805,191286
76119,58973,62595,65602,67731,71811,81608,93681
76120,124775,125371,131645,139541,151322,166383,182480
76123,124908,123690,129676,138757,149764,163684,181631
76126,156867,158302,166400,175407,190107,206331,224210
